id , title                               , description                                                                                           , price , category      , brand     , rating, msrp  , discount_pct, stock, availability, payment_methods      , installment_available, max_installments, shipping_days, budget_band, tags
215, Ergonomic Self-Help Guide           , This ergonomic self-help guide by BookWorm is a top-tier choice in our books section.                 , 172.27, Books         , BookWorm  ,    4.2, 191.41,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , books;midrange
216, Premium Backpack                    , This premium backpack by GlowUp is a top-tier choice in our fashion section.                          , 428.03, Fashion       , GlowUp    ,    3.3, 475.59,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
217, Waterproof Cookbook                 , This waterproof cookbook by Vanguard is a top-tier choice in our books section.                       ,  30.36, Books         , Vanguard  ,    4.7,  33.73,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , books;budget
218, Premium Lipstick                    , This premium lipstick by BookWorm is a top-tier choice in our beauty section.                         , 164.86, Beauty        , BookWorm  ,    3.6, 183.18,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , beauty;midrange
219, Portable Perfume                    , This portable perfume by Apex is a top-tier choice in our beauty section.                             , 181.63, Beauty        , Apex      ,    4.8, 201.81,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , beauty;midrange
220, Stylish Lipstick                    , This stylish lipstick by Zenith is a top-tier choice in our beauty section.                           , 147.98, Beauty        , Zenith    ,    3.8, 164.42,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , beauty;midrange
221, Durable Self-Help Guide             , This durable self-help guide by Vanguard is a top-tier choice in our books section.                   , 409.54, Books         , Vanguard  ,    3.8, 455.04,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
222, Ergonomic Smart Watch               , This ergonomic smart watch by BookWorm is a top-tier choice in our electronics section.               , 130.90, Electronics   , BookWorm  ,    4.6, 145.44,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , electronics;midrange
223, Stylish History Text                , This stylish history text by Vanguard is a top-tier choice in our books section.                      ,  67.87, Books         , Vanguard  ,    4.9,  75.41,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , books;budget
224, Waterproof Lipstick                 , This waterproof lipstick by Zenith is a top-tier choice in our beauty section.                        ,  51.26, Beauty        , Zenith    ,    4.7,  56.96,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , beauty;budget
225, Waterproof Lipstick                 , This waterproof lipstick by Vanguard is a top-tier choice in our beauty section.                      , 372.63, Beauty        , Vanguard  ,    3.3, 414.03,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
226, Stylish Hardcover Novel             , This stylish hardcover novel by Vanguard is a top-tier choice in our books section.                   ,  82.88, Books         , Vanguard  ,    3.0,  92.09,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , books;budget
227, Waterproof Air Fryer                , This waterproof air fryer by TechNova is a top-tier choice in our home & kitchen section.             , 257.67, Home & Kitchen, TechNova  ,    3.4, 286.30,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , home & kitchen;midrange
228, Waterproof Blender                  , This waterproof blender by BookWorm is a top-tier choice in our home & kitchen section.               , 236.97, Home & Kitchen, BookWorm  ,    4.6, 263.30,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
229, Premium Face Cream                  , This premium face cream by TechNova is a top-tier choice in our beauty section.                       , 325.75, Beauty        , TechNova  ,    4.3, 361.94,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
230, Premium Bluetooth Speaker           , This premium bluetooth speaker by StyleCo is a top-tier choice in our electronics section.            , 302.14, Electronics   , StyleCo   ,    4.5, 335.71,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
231, Portable E-reader                   , This portable e-reader by ActiveGear is a top-tier choice in our electronics section.                 , 477.78, Electronics   , ActiveGear,    4.1, 530.87,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
232, Waterproof Bluetooth Speaker        , This waterproof bluetooth speaker by BookWorm is a top-tier choice in our electronics section.        , 406.29, Electronics   , BookWorm  ,    4.3, 451.43,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
233, Durable Backpack                    , This durable backpack by TechNova is a top-tier choice in our fashion section.                        , 148.84, Fashion       , TechNova  ,    3.5, 165.38,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , fashion;midrange
234, Portable Wireless Headphones        , This portable wireless headphones by TechNova is a top-tier choice in our electronics section.        , 468.61, Electronics   , TechNova  ,    4.7, 520.68,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
235, Ergonomic Hoodie                    , This ergonomic hoodie by StyleCo is a top-tier choice in our fashion section.                         , 304.07, Fashion       , StyleCo   ,    4.0, 337.86,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
236, Waterproof Shampoo                  , This waterproof shampoo by TechNova is a top-tier choice in our beauty section.                       , 377.19, Beauty        , TechNova  ,    3.9, 419.10,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
237, Ergonomic Smart Watch               , This ergonomic smart watch by HomeEase is a top-tier choice in our electronics section.               ,  29.44, Electronics   , HomeEase  ,    4.9,  32.71,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , electronics;budget
238, Waterproof Running Shoes            , This waterproof running shoes by GlowUp is a top-tier choice in our fashion section.                  , 269.71, Fashion       , GlowUp    ,    3.1, 299.68,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , fashion;midrange
239, Lightweight Cookbook                , This lightweight cookbook by BookWorm is a top-tier choice in our books section.                      ,  41.91, Books         , BookWorm  ,    3.4,  46.57,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , books;budget
240, Durable Knife Set                   , This durable knife set by GlowUp is a top-tier choice in our home & kitchen section.                  , 155.83, Home & Kitchen, GlowUp    ,    4.2, 173.14,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
241, Ergonomic Face Cream                , This ergonomic face cream by TechNova is a top-tier choice in our beauty section.                     , 350.57, Beauty        , TechNova  ,    3.2, 389.52,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
242, Ergonomic Shampoo                   , This ergonomic shampoo by Vanguard is a top-tier choice in our beauty section.                        , 230.02, Beauty        , Vanguard  ,    3.0, 255.58,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , beauty;midrange
243, Portable Dumbbells                  , This portable dumbbells by Apex is a top-tier choice in our sports section.                           ,  82.44, Sports        , Apex      ,    3.8,  91.60,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , sports;budget
244, Ergonomic Face Cream                , This ergonomic face cream by StyleCo is a top-tier choice in our beauty section.                      , 246.43, Beauty        , StyleCo   ,    3.6, 273.81,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , beauty;midrange
245, Portable Coffee Maker               , This portable coffee maker by TechNova is a top-tier choice in our home & kitchen section.            , 256.50, Home & Kitchen, TechNova  ,    4.5, 285.00,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , home & kitchen;midrange
246, Premium Blender                     , This premium blender by Vanguard is a top-tier choice in our home & kitchen section.                  , 486.99, Home & Kitchen, Vanguard  ,    3.5, 541.10,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , home & kitchen;premium
247, Waterproof Self-Help Guide          , This waterproof self-help guide by BookWorm is a top-tier choice in our books section.                , 415.41, Books         , BookWorm  ,    4.7, 461.57,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
248, Waterproof Mystery Paperback        , This waterproof mystery paperback by Zenith is a top-tier choice in our books section.                , 479.37, Books         , Zenith    ,    4.3, 532.63,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
249, High-Performance History Text       , This high-performance history text by HomeEase is a top-tier choice in our books section.             , 242.77, Books         , HomeEase  ,    4.2, 269.74,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , books;midrange
250, Premium Hoodie                      , This premium hoodie by TechNova is a top-tier choice in our fashion section.                          , 327.64, Fashion       , TechNova  ,    4.5, 364.04,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
251, Portable Yoga Mat                   , This portable yoga mat by Apex is a top-tier choice in our sports section.                            ,  81.74, Sports        , Apex      ,    4.5,  90.82,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , sports;budget
252, Portable Face Cream                 , This portable face cream by HomeEase is a top-tier choice in our beauty section.                      ,  38.04, Beauty        , HomeEase  ,    3.5,  42.27,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , beauty;budget
253, Lightweight Lipstick                , This lightweight lipstick by Zenith is a top-tier choice in our beauty section.                       , 193.30, Beauty        , Zenith    ,    4.4, 214.78,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , beauty;midrange
254, Lightweight Face Cream              , This lightweight face cream by BookWorm is a top-tier choice in our beauty section.                   , 186.69, Beauty        , BookWorm  ,    4.4, 207.43,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , beauty;midrange
255, Ergonomic Dumbbells                 , This ergonomic dumbbells by StyleCo is a top-tier choice in our sports section.                       , 222.18, Sports        , StyleCo   ,    4.0, 246.87,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , sports;midrange
256, Premium Lipstick                    , This premium lipstick by StyleCo is a top-tier choice in our beauty section.                          , 407.05, Beauty        , StyleCo   ,    4.4, 452.28,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
257, Lightweight Coffee Maker            , This lightweight coffee maker by GlowUp is a top-tier choice in our home & kitchen section.           ,  70.46, Home & Kitchen, GlowUp    ,    4.5,  78.29,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , home & kitchen;budget
258, Premium Cookbook                    , This premium cookbook by GlowUp is a top-tier choice in our books section.                            , 336.24, Books         , GlowUp    ,    4.2, 373.60,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
259, Lightweight Smart Watch             , This lightweight smart watch by Vanguard is a top-tier choice in our electronics section.             , 207.07, Electronics   , Vanguard  ,    4.8, 230.08,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , electronics;midrange
260, Portable Hardcover Novel            , This portable hardcover novel by ActiveGear is a top-tier choice in our books section.                , 244.33, Books         , ActiveGear,    3.2, 271.48,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , books;midrange
261, Ergonomic Running Shoes             , This ergonomic running shoes by ActiveGear is a top-tier choice in our fashion section.               , 353.55, Fashion       , ActiveGear,    3.7, 392.83,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
262, Durable Dumbbells                   , This durable dumbbells by Vanguard is a top-tier choice in our sports section.                        , 263.20, Sports        , Vanguard  ,    3.1, 292.44,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , sports;midrange
263, Lightweight Yoga Mat                , This lightweight yoga mat by Zenith is a top-tier choice in our sports section.                       , 152.74, Sports        , Zenith    ,    3.7, 169.71,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , sports;midrange
264, Portable Blender                    , This portable blender by HomeEase is a top-tier choice in our home & kitchen section.                 , 155.52, Home & Kitchen, HomeEase  ,    3.2, 172.80,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
265, Durable Jump Rope                   , This durable jump rope by BookWorm is a top-tier choice in our sports section.                        , 445.40, Sports        , BookWorm  ,    3.9, 494.89,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , sports;premium
266, Waterproof Backpack                 , This waterproof backpack by Vanguard is a top-tier choice in our fashion section.                     , 348.05, Fashion       , Vanguard  ,    3.6, 386.72,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
267, Premium Hardcover Novel             , This premium hardcover novel by ActiveGear is a top-tier choice in our books section.                 , 318.72, Books         , ActiveGear,    3.0, 354.13,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
268, Stylish Mystery Paperback           , This stylish mystery paperback by ActiveGear is a top-tier choice in our books section.               , 450.65, Books         , ActiveGear,    3.9, 500.72,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
269, Lightweight E-reader                , This lightweight e-reader by BookWorm is a top-tier choice in our electronics section.                ,  48.55, Electronics   , BookWorm  ,    4.1,  53.94,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , electronics;budget
270, Waterproof Dumbbells                , This waterproof dumbbells by Apex is a top-tier choice in our sports section.                         , 431.93, Sports        , Apex      ,    3.7, 479.92,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , sports;premium
271, Premium Bluetooth Speaker           , This premium bluetooth speaker by BookWorm is a top-tier choice in our electronics section.           , 130.59, Electronics   , BookWorm  ,    3.5, 145.10,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , electronics;midrange
272, High-Performance Air Fryer          , This high-performance air fryer by BookWorm is a top-tier choice in our home & kitchen section.       , 209.80, Home & Kitchen, BookWorm  ,    4.3, 233.11,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
273, Portable Leather Belt               , This portable leather belt by StyleCo is a top-tier choice in our fashion section.                    , 495.05, Fashion       , StyleCo   ,    3.1, 550.06,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
274, Ergonomic Backpack                  , This ergonomic backpack by Zenith is a top-tier choice in our fashion section.                        , 499.07, Fashion       , Zenith    ,    3.9, 554.52,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
275, Stylish Perfume                     , This stylish perfume by HomeEase is a top-tier choice in our beauty section.                          , 461.13, Beauty        , HomeEase  ,    4.0, 512.37,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
276, Portable Self-Help Guide            , This portable self-help guide by TechNova is a top-tier choice in our books section.                  , 305.16, Books         , TechNova  ,    3.1, 339.07,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
277, Ergonomic Backpack                  , This ergonomic backpack by Vanguard is a top-tier choice in our fashion section.                      , 426.44, Fashion       , Vanguard  ,    3.4, 473.82,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
278, Stylish Smart Watch                 , This stylish smart watch by Apex is a top-tier choice in our electronics section.                     , 409.73, Electronics   , Apex      ,    3.2, 455.26,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
279, Durable Tennis Racket               , This durable tennis racket by Apex is a top-tier choice in our sports section.                        , 227.29, Sports        , Apex      ,    4.6, 252.54,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , sports;midrange
280, Stylish Coffee Maker                , This stylish coffee maker by Vanguard is a top-tier choice in our home & kitchen section.             , 226.44, Home & Kitchen, Vanguard  ,    4.0, 251.60,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
281, Premium Knife Set                   , This premium knife set by StyleCo is a top-tier choice in our home & kitchen section.                 , 148.44, Home & Kitchen, StyleCo   ,    3.6, 164.93,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
282, Durable Face Cream                  , This durable face cream by HomeEase is a top-tier choice in our beauty section.                       , 372.33, Beauty        , HomeEase  ,    3.3, 413.70,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
283, Waterproof Blender                  , This waterproof blender by ActiveGear is a top-tier choice in our home & kitchen section.             , 415.31, Home & Kitchen, ActiveGear,    3.2, 461.46,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , home & kitchen;premium
284, Portable Air Fryer                  , This portable air fryer by HomeEase is a top-tier choice in our home & kitchen section.               , 222.48, Home & Kitchen, HomeEase  ,    3.3, 247.20,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
285, Lightweight Hoodie                  , This lightweight hoodie by ActiveGear is a top-tier choice in our fashion section.                    , 435.40, Fashion       , ActiveGear,    3.5, 483.78,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
286, Stylish Lipstick                    , This stylish lipstick by GlowUp is a top-tier choice in our beauty section.                           , 360.76, Beauty        , GlowUp    ,    3.4, 400.84,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
287, Portable Self-Help Guide            , This portable self-help guide by GlowUp is a top-tier choice in our books section.                    , 250.78, Books         , GlowUp    ,    4.0, 278.64,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , books;midrange
288, Lightweight Mystery Paperback       , This lightweight mystery paperback by HomeEase is a top-tier choice in our books section.             , 268.34, Books         , HomeEase  ,    3.6, 298.16,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , books;midrange
289, Ergonomic Mystery Paperback         , This ergonomic mystery paperback by ActiveGear is a top-tier choice in our books section.             , 111.10, Books         , ActiveGear,    3.4, 123.44,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , books;midrange
290, Stylish Air Fryer                   , This stylish air fryer by StyleCo is a top-tier choice in our home & kitchen section.                 , 182.11, Home & Kitchen, StyleCo   ,    4.3, 202.34,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
291, Ergonomic Tennis Racket             , This ergonomic tennis racket by HomeEase is a top-tier choice in our sports section.                  , 297.70, Sports        , HomeEase  ,    4.6, 330.78,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , sports;midrange
292, Durable Coffee Maker                , This durable coffee maker by TechNova is a top-tier choice in our home & kitchen section.             ,  58.96, Home & Kitchen, TechNova  ,    3.8,  65.51,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , home & kitchen;budget
293, Waterproof Knife Set                , This waterproof knife set by GlowUp is a top-tier choice in our home & kitchen section.               , 277.91, Home & Kitchen, GlowUp    ,    3.9, 308.79,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , home & kitchen;midrange
294, Ergonomic Face Cream                , This ergonomic face cream by BookWorm is a top-tier choice in our beauty section.                     , 148.22, Beauty        , BookWorm  ,    4.4, 164.69,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , beauty;midrange
295, Stylish Air Fryer                   , This stylish air fryer by Apex is a top-tier choice in our home & kitchen section.                    , 157.36, Home & Kitchen, Apex      ,    4.0, 174.84,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
296, Durable Yoga Mat                    , This durable yoga mat by Apex is a top-tier choice in our sports section.                             , 249.07, Sports        , Apex      ,    4.4, 276.74,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , sports;midrange
297, High-Performance Tennis Racket      , This high-performance tennis racket by Zenith is a top-tier choice in our sports section.             , 396.94, Sports        , Zenith    ,    4.8, 441.04,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , sports;premium
298, Stylish Self-Help Guide             , This stylish self-help guide by TechNova is a top-tier choice in our books section.                   , 307.49, Books         , TechNova  ,    3.7, 341.66,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
299, Stylish Yoga Mat                    , This stylish yoga mat by Zenith is a top-tier choice in our sports section.                           , 280.29, Sports        , Zenith    ,    3.2, 311.43,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , sports;midrange
300, Portable Perfume                    , This portable perfume by HomeEase is a top-tier choice in our beauty section.                         , 252.10, Beauty        , HomeEase  ,    4.0, 280.11,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , beauty;midrange
301, Stylish Smart Watch                 , This stylish smart watch by StyleCo is a top-tier choice in our electronics section.                  , 122.87, Electronics   , StyleCo   ,    3.9, 136.52,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , electronics;midrange
302, Stylish Mystery Paperback           , This stylish mystery paperback by BookWorm is a top-tier choice in our books section.                 , 137.21, Books         , BookWorm  ,    4.5, 152.46,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , books;midrange
303, Stylish Lipstick                    , This stylish lipstick by BookWorm is a top-tier choice in our beauty section.                         , 492.50, Beauty        , BookWorm  ,    3.5, 547.22,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
304, High-Performance History Text       , This high-performance history text by TechNova is a top-tier choice in our books section.             , 109.28, Books         , TechNova  ,    3.3, 121.42,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , books;midrange
305, Durable Coffee Maker                , This durable coffee maker by Zenith is a top-tier choice in our home & kitchen section.               , 415.54, Home & Kitchen, Zenith    ,    4.3, 461.71,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , home & kitchen;premium
306, Premium Self-Help Guide             , This premium self-help guide by HomeEase is a top-tier choice in our books section.                   , 401.61, Books         , HomeEase  ,    4.3, 446.23,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
307, Portable Coffee Maker               , This portable coffee maker by Vanguard is a top-tier choice in our home & kitchen section.            , 118.20, Home & Kitchen, Vanguard  ,    5.0, 131.33,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
308, Lightweight Yoga Mat                , This lightweight yoga mat by Vanguard is a top-tier choice in our sports section.                     , 317.44, Sports        , Vanguard  ,    4.2, 352.71,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , sports;premium
309, Waterproof Digital Camera           , This waterproof digital camera by HomeEase is a top-tier choice in our electronics section.           , 496.33, Electronics   , HomeEase  ,    4.2, 551.48,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
310, Lightweight Tennis Racket           , This lightweight tennis racket by BookWorm is a top-tier choice in our sports section.                , 185.61, Sports        , BookWorm  ,    4.8, 206.23,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , sports;midrange
311, Ergonomic Cookbook                  , This ergonomic cookbook by GlowUp is a top-tier choice in our books section.                          , 149.87, Books         , GlowUp    ,    4.2, 166.52,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , books;midrange
312, Ergonomic Knife Set                 , This ergonomic knife set by ActiveGear is a top-tier choice in our home & kitchen section.            ,  34.45, Home & Kitchen, ActiveGear,    3.6,  38.28,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , home & kitchen;budget
313, Stylish Backpack                    , This stylish backpack by BookWorm is a top-tier choice in our fashion section.                        , 242.90, Fashion       , BookWorm  ,    3.9, 269.89,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , fashion;midrange
314, Stylish Coffee Maker                , This stylish coffee maker by ActiveGear is a top-tier choice in our home & kitchen section.           , 208.28, Home & Kitchen, ActiveGear,    3.1, 231.42,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
315, Waterproof Digital Camera           , This waterproof digital camera by Zenith is a top-tier choice in our electronics section.             ,  95.62, Electronics   , Zenith    ,    3.4, 106.24,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , electronics;budget
316, Durable History Text                , This durable history text by BookWorm is a top-tier choice in our books section.                      , 118.55, Books         , BookWorm  ,    3.3, 131.72,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , books;midrange
317, Premium Cookbook                    , This premium cookbook by HomeEase is a top-tier choice in our books section.                          , 374.30, Books         , HomeEase  ,    3.8, 415.89,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
318, Ergonomic Toaster                   , This ergonomic toaster by ActiveGear is a top-tier choice in our home & kitchen section.              , 302.19, Home & Kitchen, ActiveGear,    4.1, 335.77,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , home & kitchen;premium
319, Stylish Toaster                     , This stylish toaster by TechNova is a top-tier choice in our home & kitchen section.                  , 273.85, Home & Kitchen, TechNova  ,    3.4, 304.28,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , home & kitchen;midrange
320, High-Performance Wireless Headphones, This high-performance wireless headphones by TechNova is a top-tier choice in our electronics section., 264.19, Electronics   , TechNova  ,    4.5, 293.54,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , electronics;midrange
321, Lightweight Toaster                 , This lightweight toaster by BookWorm is a top-tier choice in our home & kitchen section.              , 234.08, Home & Kitchen, BookWorm  ,    3.4, 260.09,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
322, Portable Hair Dryer                 , This portable hair dryer by Vanguard is a top-tier choice in our beauty section.                      , 152.20, Beauty        , Vanguard  ,    3.7, 169.11,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , beauty;midrange
323, High-Performance Coffee Maker       , This high-performance coffee maker by TechNova is a top-tier choice in our home & kitchen section.    , 406.12, Home & Kitchen, TechNova  ,    3.5, 451.24,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , home & kitchen;premium
324, Waterproof Coffee Maker             , This waterproof coffee maker by ActiveGear is a top-tier choice in our home & kitchen section.        , 218.45, Home & Kitchen, ActiveGear,    3.7, 242.72,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
325, Stylish Knife Set                   , This stylish knife set by TechNova is a top-tier choice in our home & kitchen section.                , 315.88, Home & Kitchen, TechNova  ,    4.5, 350.98,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , home & kitchen;premium
326, Premium History Text                , This premium history text by BookWorm is a top-tier choice in our books section.                      ,  85.65, Books         , BookWorm  ,    4.4,  95.17,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , books;budget
